title,text,label
ELECTION,"MP floor test at 2 pm today, Congress 5 short of majority",real
MISLEADING,Fact Check: Delhi Police Didn't Burn A Broken-Down Bus To Instigate...,fake
VIOLENCE,"Gudiya rape case: Victim faced exceptional depravity, says Delhi court, holds 2 accused guilty",real
TERROR,"Watch: Gujarat man develops 'Pani Puri ATM' amid coronavirus fears, and foodies can't resist it",real
POLITICS,"Raghubar Das  Modi-Shah pet, arrogant disciplinarian battling own party to return as CM",real
GOVERNMENT,This website claiming to allot LPG distributorships of oil companies is....Pakistani Website Spreads Fake News That F-16 Aircraft Manufacturer...,fake
MISLEADING,Fact check: Ramakrishna hospital has neither been sealed nor has its staff tested positive for COVID 19,fake
GOVERNMENT,DonÕt believe this FAKE picture of Virat Kohli; hereÕs the fact...,fake
COVID-19,Dawood Ibrahim's Ratnagiri properties fetch Rs 1.10 crore in auction,real
VIOLENCE,Fact Check: Fake News Of March By Muslims Demanding Release Of Mandsaur Rape Accused.Fact Check: Image of injured Syrian child passed off as victim of Delhi violence,fake
GOVERNMENT,Fact Check: Photoshopped image of Arabs protesting against PM Modi goes viral. Fact Check: PM Modi's image photoshopped along with starving woman from Africa,fake
VIOLENCE,Burqa-clad man caught voting in womanÕs name? Fact check,fake
POLITICS,Did Naseeruddin Shah ever say ÔIndia is a dangerous and pathetic countryÕ?,fake
MISLEADING,"Fact Check: Patient Brought To Cooper Hospital Dies An Hour Later, Hospital Says He Was COVID...",fake
POLITICS,Mail Today editor Abhijit Majumder spreads fake news on Kasganj violence,fake
TERROR,"Pass Class 10, 12 students based on internal marks, reduce syllabus of JEE, NEET: Delhi urges Centre",real
ELECTION,CRPF takes over security of Gandhis,real
GOVERNMENT,IIT Roorkee organizes five-day virtual faculty development programme,real
GOVERNMENT,Delhi govt reduces 14-day mandatory home quarantine to 7 days for asymptomatic travellers,real
ELECTION,BJP wants Election Commission to declare West Bengal a super-sensitive state,real
COVID-19,PM Modi shares MCAIs new rendition of national song Vande Mataram,real
COVID-19,Fires destroy home of Brazil's rare blue macaws,real
MISLEADING,Fact Checked: Is this Hima Das family celebrating her victory?,fake
GOVERNMENT,Fact Check: Punjab CM Amarinder Singh didn't meet Ambani a day before Bharat Bandh,fake
COVID-19,"MaharashtraÛªs COVID-19 case count grows by 10,441; death toll by 258",real
MISLEADING,Did A Bangladeshi Accidentally Burn To Death While Celebrating India's ...,fake
TERROR,RRB JE CBT 1 results 2019 declared at rrcb.gov.in | HereÕs how to check your scorecard,real
MISLEADING,Fact Check: Did top US health body replace pandemic with outbreak for Covid-19?,fake
VIOLENCE,Vikas Dubey encounter: SC wants probe panel to be led by ex-top court judge,real
GOVERNMENT,"Kolkata local trains may resume 100% service; West Bengal Govt, Railways meeting again",real
ELECTION,"Venkaiah Naidu calls out newly elected members, Union Minister, Cong Chief Whip",real
GOVERNMENT,Water quality tests fabricated to benefit RO companies: AAP,real
GOVERNMENT,Fact Check: Weaver?s suicide wrongly linked to PM Modi and his constituency,fake
VIOLENCE,This video has circulated since at least May 2019 in reports about Cyclone Fani lashing India,fake
VIOLENCE,"Muslims hold funeral procession for suicide bomber? No, unrelated 2012 video from Syria viral",fake
ELECTION,"Cant doubt Nitishs intentions to help Bihar, problem is in implementation, says ally Manjhi",real
ELECTION,Bihar polls: BJP expected to announce candidates over theÊweekend,real
TERROR,85 arrested in Assam over violence during Citizenship Act protests,real
COVID-19,SSB in for long haul along Bhutan,real
GOVERNMENT,"Fact Check: Fake tweet on France deporting Pakistanis go viral after Imran slams Macron.HoaXposed: AAPs Alka Lamba tweets fake photo of pre-poll survey, deletes",fake
VIOLENCE,Fact Check: Old protest video from Paris falsely linked with recent...,fake
COVID-19,"Fact Check: No, China Did Not Manufacture 'Boycott China' Goods.Fact Check: Boycott China t-shirts, caps not made in China",fake
MISLEADING,Fact Checked: This picture is not from Hizbul commander Zakir MusaÕs...,fake
VIOLENCE,"Govt mulls banning Islamic preacher Zakir NaikÛªs app, YouTube channel",real
GOVERNMENT,"Rahul Gandhi did not say âwomen should be rapedâ, as claimed by union minister Smriti Irani",fake
COVID-19,"2020 saw cryptocurrencies like Bitcoin gain momentum in India, thanks to male millennials",real
GOVERNMENT,IAS officer-turned-politician Shah Faesal drops JKPM president from his Twitter bio,real
GOVERNMENT,"CAA protests: Arson breaks out in Bengal, railway stations set ablaze; Mamata calls for peace",real
VIOLENCE,Fact Check: Are these photographs of Earth really sent by Chandrayaan-2?. The placards in these images have been doctored to include pro-China messages,fake
GOVERNMENT,Viral photo of ex-AAP leader Alka Lamba pointing to Congress symbol on her T-shirt is fake,fake
VIOLENCE,Hong Kong Protest Pics Passed Off As CPI(M) Rally In UP,fake
ELECTION,"As soyabean price inches closer to MSP, farmers follow Ôwait & watchÕ policy to offload their product",real
VIOLENCE,"ÔMuslimsÕ didnÕt kill ÔHinduÕ man in viral video, attack was result of a family feud",fake
VIOLENCE,Fact Check: Seven-year-old image from UP wrongly linked to farmers? agitation.Fact Check: Two-year-old clip of man blackening Hindi text on signboard linked to farmers? stir,fake
VIOLENCE,DonÕt believe this FAKE picture from Anti-CAA protest in DelhiÕs Shaheen...,fake
COVID-19,"1st in a month: Cases below 75K, deaths 1K",real
COVID-19,"Fact Check: This is not a 5,000-year-old temple discovered during road widening in Ayodhya",fake
MISLEADING,Did this doctor remove his PPE kit to save a corona patient?,fake
TERROR,SC to take up pleas seeking review of verdict upholding validity of Aadhaar scheme on June 9,real
GOVERNMENT,"Affront to right to life: SC junks Gujarat orders on wages, longer hours of work",real
GOVERNMENT,Media misreports: Rags to riches story of a mason who secured 53rd rank in UPSC 2018,fake
VIOLENCE,Goa Congress MLAs to meet governor & push for Parrikar govtï¿½s dismissal,real
POLITICS,"Sudarshan TV Claims Muslims Get 3 Years Relaxation Over Hindus In UPSC, Is It True?. Fact Check: These are not Kashmiri girls involved in a sex racket in Kulgam",fake
GOVERNMENT,IRCTC suspends bookings for trains run by it till April 30,real
GOVERNMENT,"Rural distress looms: dip in crop prices, remittances; rising Covid cases",real
POLITICS,Nepal PMÛªs fate to be decided on Monday,real
GOVERNMENT,Fact Check: Rotis with ÔAbki Baar Modi SarkarÕ stamp is NOT...,fake
ELECTION,"AAP calls for national executive meet, plans to move towards positive nationalism",real
POLITICS,"Madhu Kishwar makes false claim, quotes page 112 of a 76 page DMK manifesto",fake
COVID-19,Two-thirds of migrants have returned to cities or wish to do so: Survey,real
POLITICS,Fact Check: No political party was involved in this hair pulling incident,fake
VIOLENCE,Old video from UP viral as lathi-charge by Andhra Pradesh police on protesting youth,fake
COVID-19,EME soldiers mark 78th Corps Day,real
VIOLENCE,"After protests, Election Commission summons Mizoramï¿½s Chief Election Officer to Delhi",real
TRAD,Fact Check: PM Modiï¿½s sister-in-law did not pass away in 2020;...,fake
GOVERNMENT,Uttarakhand govt approves reward upto Rs 1 Lakh for people helping road accident victims,real
MISLEADING,Did WikiLeaks expose Rahul Gandhiâs secret marriage? Fake claim viral,fake
MISLEADING,Fact Check: False Rumours Of Kapil Dev's Death Circulate On Social Media. Fake Picture Of Juvenile Accused In Nirbhaya Case Circulates On Social Media And WhatsApp,fake
MISLEADING,"No, Ramdev's Patanjali Is Not Selling Chicken Masala Spice",fake
GOVERNMENT,Did Anti-CAA Protesters Fake Injuries? A FactCheck..Fact Check: Did this SFI worker fake injuries after violence at JNU?,fake
COVID-19,COVID-19: CBSE to be ready with rationalised curriculum within a month,real
VIOLENCE,2015 Video Of Desecrated Idols Of Goddess Kaali Passed Off As Recent.Edited clip of Mamata reciting Islamic prayers linked to Netaji event controversy,fake
ELECTION,Will get two-thirds majority in Bihar Assembly poll: Shah,real
POLITICS,Fact Check: Did Rahul Gandhi goof-up on paddy price during Chhattisgarh rally?. Fact Check: Did Mamatas goons attack Hindus at a BJP rally in Kolkata?,fake
MISLEADING,Did Chinese Media Call PM Modi A 'Rockstar' In The Backdrop Of.... Fact Check: Did business tycoon Mukesh Ambani announce a new multiplayer...,fake
POLITICS,"Farmers trust Modi, voters fed up with Gehlot, says BJP after Rajasthan local body poll win",fake
VIOLENCE,Fact Check: Sambit Patra Shares Video Claiming AAP Leader Wants 'Sharia' When He Actually Said.... Fact Check: Mahesh Bhat's Lashing Out Video Is Old And Unrelated To Fans' Reaction To His Upcoming...,fake
GOVERNMENT,Kiren Rijiju praises PM Modis efforts toward sports but tweets Brazilian...,fake
ELECTION,Arvind Kejriwal says will not accept AAP leader Ashutoshs resignation,real
ELECTION,"Massive BJP surge in Hyderabad GHMC elections results, says Telangana next",real
GOVERNMENT,Monuments other than Taj to reopen from Tuesday in Agra,real
MISLEADING,Kobe Bryantâs wife Vanessa Bryantâs Death Hoax Viral,fake
VIOLENCE,Fact Check: Delhi HC has not ordered release of protesters held during farmers agitation,fake
POLITICS,"Fact Check: Amit Shah did not pull up Modi for attending Iftar party..Fact Check: No, Irfan Pathan Did Not Participate In Shaheen Bagh Protest",fake
POLITICS,Mamata Banerjee: Amit ShahÕs lunch at tribal home cooked at 5-star hotel,real
GOVERNMENT,COVID-19 effect: Connaught Place to remain shut on Sunday to support Janata Curfew,real
VIOLENCE,"This video shows Indian police conducting an anti-terror drill, police say.Fake photo of AP used as police action on Kashmir protesters",fake
POLITICS,"Make Nath, Shivakumar in-charge of elections, treat polls as full-time job ? Karti Chidambaram?",fake
POLITICS,"Gehlot petitions President, dials PM Modi",real
MISLEADING,Fact Check: False Rumours Of Kapil Dev's Death Circulate On Social Media.Fact Check: Covid-19 rumours about Hyderabad hospital circulate on social media,fake
COVID-19,Mukesh Ambani doubles down on 5G promise as Reliance reports record profit,real
COVID-19,Old photo shared as Rahul and Priyanka Gandhi âlaughingâ en route Hathras,fake
POLITICS,Future-Reliance deal put on hold,real
VIOLENCE,"No, this video is not of a âMake in Indiaâ train manufactured for Sydney metro",fake
GOVERNMENT,"NCP aide, Modi backer, now Mumbai?s ?Godfather? ? the political gymnastics of Raj Thackeray",fake
VIOLENCE,Manjhi seeks probe into PaswanÕs death,real
COVID-19,Will drinking water every 15 minute prevent COVID-19?.Fact Check: Has the Covid-19 lockdown returned dolphins and swans to Italian waterways?,fake
GOVERNMENT,"Call on lifting dharna from platforms, tracks after Nov 5 chakka jam: Farmer unions",real
GOVERNMENT,"Kanhaiya Kumar with map showing Guj, Kashmir as part of Pak...",fake
MISLEADING,"Fact Check: This video of Osmania Hospital mortuary is not related.... Copies of Quran found in sewage in Bihar? No, this picture...",fake
COVID-19,How states are penalising public for violating Covid-19 rules,real
POLITICS,BoyÕs ÔkadakÕ salute to ITBP personnel in Ladakh wins Twitter,real
POLITICS,"Pranab Mukherjee still in deep coma, renal parameters Û÷slightly derangedÛª: Hospital",real
TERROR,Blasts trigger fire at ONGC plant in Surat,real
GOVERNMENT,Former public servants bat for farm Bills,real
VIOLENCE,"Fact Check: RSS activists have NOT stabbed IAS officer, raped a...",fake
COVID-19,"Budget 2020: Invest To Optimise Wealth Creation, Not For Tax Saving",real
VIOLENCE,NCPâs Sanjay Shinde wasnât named among Palghar lynching accused,fake
POLITICS,"India, China troops within shooting range at Spanggur Gap",real
VIOLENCE,"No, this is not a video of Indian Army soldiers skydiving. No, this is not a video of Indian soldiers dancing to celebrate a recent airstrike on Pakistan",fake
COVID-19,"Arhar Modi! Prices Up 200% In 5 Years, Farm Problems Older",fake
VIOLENCE,Old Mock Funeral Video Falsely Linked To Amit Shah Getting COVID-19,fake
MISLEADING,Fact Check: Viral images of Sunni Waqf Board deciding to build âBabri Hospitalâ in Ayodhya are FALSE,fake
POLITICS,BJP Bengal doctors video to claim Mamata Banerjee asked people to vote for BJP,fake
VIOLENCE,Farmers' Protest: 2018 AAP Rally Video Viral As Delhi Chalo Protest,fake
TERROR,Telangana agrees to withdraw case filed in SC related to sharing of Krishna & Godavari water,real
POLITICS,"Intense rainfall activity expected over north, central and east India during next 4-5 days: IMD",real
MISLEADING,"How the Murshidabad triple murder was given a political, communal colour",fake
TERROR,RTU (B.Tech) results 2019 declared at rtu.ac.in | HereÕs how to check results,real
GOVERNMENT,Assam: Woman attacked with acid for rejecting marriage proposal; accused held,real
COVID-19,Viral message with details of distribution of essential products in Mumbai...,fake
POLITICS,"DelhiÕs COVID-19 situation better than June prediction, says Kejriwal, thanks Centre, oppn for support",real
VIOLENCE,Woman in viral image not Rajasthanâs minor gangrape victim but murdered wife of Haryana cop,fake
VIOLENCE,Fact Check: Old image from Jat agitation revived as ongoing farmers? protest?. 2018 Images From Protest In Lucknow Revived With Unemployment Twist,fake
TERROR,New Form 26AS to make e-filing of I-T returns easy,real
ELECTION,Telangana unhappy over CentreÕs handling of water sharing issue,real
POLITICS,"NCB seizes drugs worth Rs 3 crore in Mumbai, agency's big haul linked to Sushant case",fake
ELECTION,"Hindus imply to 130 crore people in country, says Mohan Bhagwat",real
VIOLENCE,Fact Checked: Old video of demonstration shared as recent protest against...,fake
POLITICS,AAPâs Jarnail Singh targets Salman Khurshid based on a parody accountâs tweet,fake
POLITICS,"No, Tagore Did Not Tweak Bose's Version Of The 'National Anthem'",fake
POLITICS,Bhumi pujan by Prime Minister in Ayodhya on August 5,real
TERROR,RBI Governor Urjit Patel To Submit Written Answers To Questions By MPs,real
GOVERNMENT,Did Salman Rushdie say 99% Muslims are terrorists by thought? heres...,fake
POLITICS,Energy can be next frontier of India-Israel ties: Diplomat,real
VIOLENCE,The information about five children who ran away from their house is being spread as if they were kidnapped by a child-snatching gang.,fake
GOVERNMENT,Sudarshan News show ?UPSC Jihad? riddled with false claims,fake
GOVERNMENT,Postcard News: Mass producing fake news,fake
TERROR,"Reciprocal access to military bases; India, Australia elevate bilateral ties",real
VIOLENCE,Directors and writers react to OTT platforms coming under I&B ministry,real
POLITICS,Fact Check: Doctored News Bulletin Claims UP CM Said 'Thakurs Tend To Make Mistakes' On Hathras Rape ...,fake
POLITICS,Fact Check: Is this the rare Nagapushpa flower that blooms once every 36 years?,fake
ELECTION,Culture minister Prahlad Patel tests Covid positive; had attended Lok Sabha on Monday,real
COVID-19,Indian Air Force inducts indigenous airborne rescue pod for critical and COVID-19 patients,real
TERROR,Grandmother clears class 12 board exams in Meghalaya,real
VIOLENCE,Man from Jamtara held for online fraud,real
VIOLENCE,"How long to wrap up Hathras probe, Allahabad HC asks CBI",real
GOVERNMENT,Fact Check: Photo of peeping leopard not from Hyderabad but from South Africa.Fact Check: Viral photo of the flood is not from Bihar but Australia,fake
VIOLENCE,Old mock drill video from Jharkhand viral as police firing during CAB protests in Assam,fake
COVID-19,Fear grips Ladakh as number of COVID-19 positive cases jumps to 13,real
ELECTION,"Rahul flays violence against women, says it comes in many forms",real
POLITICS,Congress leader Acharya Pramod shares old image as ÔBrahmansÕ burning BJP flags,fake
TRAD,"Need continued talks, long-term solutions ï¿½ what experts say on farmers protest",real
TERROR,Rajasthan PTET Counselling results 2019 declared at ptet2019.org | Website not responding properly,real
ELECTION,Nancy Pelosi says she'll accept election results if Trump wins reelection,real
VIOLENCE,UP Police Debunk False Communal Claim About Meat Thrown At A Temple,fake
POLITICS,Tajinder Pal Singh Bagga appointed as Delhi BJP Spokesperson; A quick look at his career till now,fake
TERROR,BSNL not to use Chinese telecom equipment in 4G upgradation: Sources,real
POLITICS,"Gehlot government to go for trust vote, aims to counter BJPÛªs no-confidence motion",real
POLITICS,"BJP Claim On Karnataka Toilet Building Appears False, Data Are Not Comparable",fake
POLITICS,Sudarshan Pattnaik pays tribute to Pranab Mukherjee with sand art,real
GOVERNMENT,Modi tells Yogi govt to take strict action against Hathras gang-rape culprits,real
ELECTION,"India committed to building equal post-Covid world for us, our daughters: Smriti Irani at UN",real
POLITICS,Did DMK leader Selva Kumar assault a female doctor on duty?...,fake
MISLEADING,"No, This Is Not a Video of Captain Deepak Sathe Singing a Song.No, This Is Not A Video Of Madonna Singing The Hanuman Chalisa",fake
MISLEADING,"No, Barack Obama has not taken up a private job as claimed on social media",fake
MISLEADING,"Fact Check: Dead monk smiling even after a hundred years? No, here is the truth about the viral pic",fake
COVID-19,Congress drags down RJD-led Mahagathbandhan with its poor strike rate of 28%,fake
POLITICS,"5 killed, 5 critically injured in blast in Bengal plastics factory",real
COVID-19,"No, Rana Kapoor Is Not P Chidambaram's Son-In-Law",fake
VIOLENCE,Three Lynched In Palghar On Suspicion Of Being Thieves,fake
POLITICS,Fact Check: This is not the first time JNU will celebrate Republic Day,fake
POLITICS,"IndiaÕs Supreme Court did not approve this logo for teachers, central government says",fake
TERROR,Bengaluru Customs cuts open gas stove to find drugs worth Rs 79L,real
VIOLENCE,SC rejects ArnabÛªs plea to quash FIRs,real
VIOLENCE,"Viral video of womanÕs molestation isnÕt from Kerala, but Andhra, and is 3 years old",fake
TERROR,CBSE to start answersheet evaluation today,real
MISLEADING,"Fact Check: No, UNICEF did not issue this viral ÔCoronavirus advisoryÕ",fake
GOVERNMENT,"'No Invitation, Gate-crashed': Pro-Khalistan Protestors On Rahul...",fake
POLITICS,Domino's New Zealand stops giving free pizzas to 'Karens' after backlash,real
POLITICS,"Nation Asks Raghuram Rajan Not To Change Topic, Focus On Only One Thing",fake
POLITICS,"Pakistanâs flag in West Bengal? No, it is a widely used religious flag by Indian Muslims",fake
GOVERNMENT,"UPs Agra model questioned as Covid deaths rise in 4 districts, Priyanka targets Yogi govt",real
ELECTION,BJP plans transit phase as Goa CM Manohar Parrikars health deteriorates,real
VIOLENCE,Photo from 2016 viral as toddler injured by Muslim protesters during CAA agitation in West Bengal,fake
ELECTION,Companies (Amendment) Bill introduced in Lok Sabha,real
VIOLENCE,Old video shared as helicopter crash of Kobe Bryant; here?s the....Fact Check: Old video of turbulence in a flight shared as...,fake
TERROR,"Well make 12 people ministers, give Rs 10 cr each  full transcript of Yeddyurappa clips",real
MISLEADING,"Fact Check: Raid video, showing Tata Salt packed manually is false.Fact Check: This viral video is not of Kobe Bryants chopper crash",fake
COVID-19,"Fake 'roadmap' for India's plans to relax coronavirus lockdown circulates online.Fact check: No, Jio has not offered Rs 498 free recharge amid coronavirus lockdown",fake
MISLEADING,Fact Check: Did Kashmir woman tell Rahul Gandhi to go back?.Fact Check: Did Rahul Gandhi go blank on a question about Kailash Mansarovar?,fake
COVID-19,Mumbai Police inspector dies of COVID-19; toll 75,real
COVID-19,Talks on to diffuse India-China border dispute but canÕt guarantee extent of success: Rajnath Singh in Ladakh,real
POLITICS,Fact Check: TTD faux pas is TRUE,fake
POLITICS,Fact Check: Old pic of joint military exercise viral as Indo-China clashes in Ladakh,fake
MISLEADING,Fact Check: Claim that TS govt included a chapter about NTR in 10th class textbooks recently is FALSE.Fact Check: COVID-19 Cure Claims In UP Board's Class 12 Textbook Are False,fake
VIOLENCE,"Old, unrelated image viral as condoms found in Shaheen Bagh",fake
VIOLENCE,The video of a professor from Kashmir University is being spread using the name of the granddaugher of Maharaja Hari Singh,fake
TERROR,"Post Office Recruitment 2020: Big vacancy of over 1371 posts for 10th pass; check eligibility, pay scale",real
VIOLENCE,ED summons to CaptÕs son: Rawat questions timing,real
MISLEADING,Fact Checked: Did RaGa win by the highest margin in Wayanad?,fake
POLITICS,Fact Check: Did A Man From The Minority Community Kill An...,fake
GOVERNMENT,300 encroachments over Srinagars Khushalsar Lake being demolished to save waterbody,real
COVID-19,Health Ministry ÔmullsÕ gathering data on suspected COVID-19 re-infection cases,real
VIOLENCE,Old Video Of A Shia-Sunni Clash At A Mosque Shared With Communal Spin,fake
COVID-19,"Airports, trains full, people getting married: Minister Suresh Angadi on economic slowdown",real
VIOLENCE,Fact Check: Tweet demanding boycott of Amitabh Bachchan and Jaya Bachchan is by fake Twitter handle of Mukesh Khanna. Did Amitabh Bachchan Criticise Delhi Police For Crackdown On Jamia...,fake
POLITICS,Climate protection to be major theme in this yearÕs Durga Puja,real
ELECTION,"Once new govt is formed in Bengal, country will lose an election strategist: BJPs response to Prashant Kishor",real
VIOLENCE,Family of Bulandshahr violence accused threatens to accept Islam if demands not met,real
ELECTION,Chirag angle adds to complexity in Bihar,real
GOVERNMENT,Delhi cops bust FAKE job racket that cheated 27K and collected Rs 1.09 crore in a month,fake
VIOLENCE,Pakistan Army claims to shoot down ÔIndian spying quadcopterÕ along LoC,real
POLITICS,Fact Check: Did President Kovind Declare Punishment For Rape Convicts?,fake
GOVERNMENT,DelhiÕs air quality turns Ôvery poorÕ,real
POLITICS,Donï¿½t believe this FAKE quote attributed to Cong leader Kapil Sibal;...,fake
TERROR,"India, China take first step to de-escalate at LAC",real
VIOLENCE,Misleading Claims About Metadata Of Arnab Goswami's Video Go Viral,fake
GOVERNMENT,"It is a do or die battle for farmers, says Arvind Kejriwal at Meerut Kisan Mahapanchayat",real
GOVERNMENT,"NCC expansion in coastal, border areas",real
ELECTION,"With Û÷30Ûª MLAs, Pilot bid to hijack Gehlot govt",real
POLITICS,"Did Arnab Goswami said kill them in thousands after Article 370 was scrapped?.No, Missing JNU Student Had No Links With ISIS & Other News Which Were Not True",fake
ELECTION,Mayawatis outburst at Congress has BJP laughing all the way to the booth,real
COVID-19,Army soldier killed in Pakistan ceasefire violation on LoC,real
GOVERNMENT,"No, this is not a photo of a Muslim woman holding a placard in support of Indian Prime Minister Narendra Modi.No, this is not a photo of Indian Prime Minister Narendra Modi with a highly paid makeup artist",fake
ELECTION,Congress flays Modi over IT raids,real
VIOLENCE,Fact Check: Old Video from 2018 Falsely Linked To The Ongoing...,fake
POLITICS,ÔDeepest condolencesÕ: US on death of 20 Indian soldiers in clash with Chinese troops in Ladakh,real
COVID-19,Girls in government schools being imparted self-defence training: HRD Minister,real
ELECTION,"Some turncoats in BJP are moles, party must weed them out, says Tathagata Roy",real
MISLEADING,Can a bowl of freshly boiled garlic water cure novel coronavirus?...,fake
GOVERNMENT,Fact Vs Fiction: Did Narendra Modi Sell Tea & Did Rahul Gandhi Enter A ...,fake
MISLEADING,"Fact Check: No, Indian Railways Is Not Owned By Adani Wilmar",fake
ELECTION,Andhra BJP chiefÛªs daughter-in-law dies mysteriously at friend's party,real
ELECTION,"Current situation in Kashmir not sustainable, needs to change for sure: Angela Merkel",real
GOVERNMENT,ÔNo one forced people to attend eventÕ: Goa Minister as 3 die at Sunburn Fest,real
TRAD,Kamal Nath govt invoking NSA in cow slaughter case finds support ï¿½ in Modi cabinet,real
POLITICS,Started on wrong foot: Manish Tewari on Chief of Defence Staff decision,real
VIOLENCE,"Madhu Kishwar posts video showing Ôanatomy of riotsÕ, but clip is actually from Bangladesh",fake
TERROR,11 Malaysians among 28 foreign nationals jailed for violating visa norms,real
GOVERNMENT,Is PM ModiÕs APP sharing personal data with a third party without your consent? YES,fake
COVID-19,"No, Worldâs Cutest Baby Anahita Hashemzadeh Does Not Have Coronavirus",fake
GOVERNMENT,Reply in Rajya Sabha contradicts media reports on pay hike under 7th pay commission,fake
POLITICS,"11 killed, several seriously injured as pickup van turns in Koraput, Odisha; PM expresses grief",real
MISLEADING,Messages claiming legal action to be taken against group admins is False amidst COVID-19,fake
VIOLENCE,"Priyanka Gandhi assaulted party worker in inebriated state? False claim, old video",fake
COVID-19,"Dr ReddyÛªs reapplies to DCGI for conducting phases 2, 3 clinical trials of Russian COVID-19 vaccine",real
COVID-19,Karti Chidambaram shares misleading photos to portray PM Modiâs beach cleaning effort as staged,fake
VIOLENCE,Is this boy Assam's 'Bahubali'?,fake
ELECTION,"Sushant case: Filmmaker Mahesh Bhatt, Karan JoharÛªs manager to record statement",real
POLITICS,Video of mother-daughter killed by rape-accused in Kasganj is from July,fake
VIOLENCE,Amar Ujala publishes old photos from West Bengal as pothole-ridden road in Lucknow,fake
MISLEADING,Why we believe Fact Checking is Important.Fact Check: Is this Antarctica as seen from space? Not really,fake
VIOLENCE,Shiromani Akali Dal asks party cadre to join farmersï¿½ protests in Delhi,real
ELECTION,"Dy CM was Û÷horse-tradingÛª with BJP to topple govt, have proof: GehlotÛªs indirect attack on Sachin Pilot",real
GOVERNMENT,"Hyderabad rains: Heavy downpour inundates houses, roads; 19 DRF teams on ground",real
MISLEADING,"Fact Check: No, This Picture Of Traffic Jam Is NOT From...",fake
POLITICS,Fact Check: This girl standing next to Sooraj Pancholi is not Sushant Singh Rajput's ex-manager Disha Salian,fake
MISLEADING,Fact Check: How True Are Government Claims About Credit To Micro And Small Enterprises.FACT CHECK: Viral claims that jobs are available in Indian Railways on outsourcing basis are False,fake
MISLEADING,FAKE Alert: Max Hospital in Ghaziabad is NOT sealed due to...,fake
GOVERNMENT,Majority of parents in NCR say no to school for children amid coronavirus pandemic,real
COVID-19,Did pro-Modi chanting disrupt Rahul Gandhi?s Ujjain rally recently? Fact check.Fact Check: Did Jamiat Ulema-e-Hind Write To Sonia Gandhi Against Supporting Shiv Sena?,fake
POLITICS,Modiï¿½s dismal show in assembly elections gives Shiv Sena upper hand in alliance,real
GOVERNMENT,"Sanitation workers have ended strike as major demands met, says North Delhi mayor",real
GOVERNMENT,PM Modi makes false claim of Karnataka government waiving loans of only 800 farmers,fake
GOVERNMENT,210 MW Luhri stage-I hydro power project on Satluj in Himachal gets CCEA nod,real
GOVERNMENT,Railways to run two special trains to commute Indian Army personnel,real
MISLEADING,Fact Check: Gargling with warm or salt water eliminate the COVID-19,fake
VIOLENCE,"No, this is not a video of a woman hitting an Indian ruling party lawmaker with a shoe.No, this video does not show an Indian lawmaker from a regional opposition party dancing provocatively with a woman",fake
POLITICS,India beats China to win crucial election to UN commission on women,real
VIOLENCE,Court dismisses bail plea of scribe Rajeev Sharma in espionage case,real
MISLEADING,Fact Check: This kidnapping drama is not what it seems,fake
TRAD,"At VK Singhï¿½s adopted village, the General doesnï¿½t count. Only Modi does",real
COVID-19,"Nobel couple Abhijit Banerjee, Esther Duflo woo netizens with dhoti-kurta, saree for ceremony",real
TERROR,"Govt allocates Rs 11,689.39 crore to Social Justice & Empowerment Ministry",real
VIOLENCE,"ÔSituation going out of controlÕ: SC seeks Covid report from Delhi, Gujarat, Maharashtra and Assam",real
VIOLENCE,Old Video Of A Cable Car Fire In Palestine Passed Off As Haridwar's...,fake
VIOLENCE,"Hathras shocking, says Supreme Court; wants witnesses protected",real
ELECTION,J&K parties find new L-G Manoj Sinha too saffron as he is set to assume charge,real
POLITICS,Fact Check: Madras high court did not ?change? its logo to Hindi?.Fact Check: Madras high court did not change its logo to Hindi,fake
COVID-19,"Centre earmarks Rs 2,217 crore to tackle air pollution in 42 urban centres",real
GOVERNMENT,Did President Trump shout ?Jai Shri Ram? at the White house....Meet The Fake Accounts Impersonating Wing Commander Abhinandan...,fake
ELECTION,"Congress cautions govt on Trumps visit, says Outcome of visit should be in national interest",real
POLITICS,"No, the Reserve Bank of India Governor has not publicly blamed Prime Minister Narendra Modi for his recent resignation.No, this is not a real photo of a 'tsunami' of supporters for Indian Prime Minister Narendra Modi",fake
ELECTION,Û÷Priyanka Twitter VadraÛª: UP Dy CM takes jibe at Congress leader,real
TERROR,Uttarakhand to serve notice on Patanjali over Û÷cureÛª claim,real
COVID-19,Modi to interact with 3 teams involved in developing COVID vaccine,real
VIOLENCE,Video of Vizag gas leak falsely linked with hornet attack and coronavirus outbreak,fake
TERROR,India with G-4 serves ultimatum on UN Security Council reforms,real
GOVERNMENT,Circulation of newspapers in PDF on social media illegal? Fact Check,fake
COVID-19,COVID-19 | First case of coronavirus reinfection reported in Karnatakas Bengaluru,real
COVID-19,"Sanjay Dutt Converting To Islam? No, That's Bad Photoshop",fake
MISLEADING,No! This picture was not taken after Solan building collapse,fake
GOVERNMENT,Sudarshan News show âUPSC Jihadâ riddled with false claims,fake
MISLEADING,Fact Check: Here?s the truth behind this morphed picture of PM....Fact Check: Love in the time of Corona? Know the truth behind this viral image,fake
GOVERNMENT,Surge in COVID-19 cases in Sikkim due to gross violations of lockdown guidelines: CM,real
